seed,model,dropped_feature,dropped_idx,cos_vs_full_5dim_subset,significantly_misaligned,w_norm_5dim_subset,w_anti_deuda,w_pro_aprobacion,w_pro_crecimiento,w_anti_desviacion_inflacion,w_pro_confianza,w_anti_pobreza
13,openai,anti_pobreza,0,0.9836316350158281,True,0.3550328814358047,-0.06961982631334102,-0.05648310250060544,0.3259814693639797,-0.01560062975075598,0.10725571219891765,
13,openai,anti_deuda,1,0.9998975073794328,True,1.7710516805483199,,-0.010837067916563851,0.23547529307484177,0.0019737824456122757,0.03787551854422872,1.7548844830247887
13,openai,pro_aprobacion,2,0.9994579103088469,True,1.7662437680217713,-0.04288886570434224,,0.17903163416706244,-0.028320195556761747,0.06945946750759073,1.7550209731336546
13,openai,pro_crecimiento,3,0.9997804159923626,True,1.7612423452145078,-0.032537175064593304,-0.015177923448428188,,0.01549227072320185,0.04378648127521182,1.7602637004326038
13,openai,anti_desviacion_inflacion,4,0.999715862504364,True,1.7661185880414483,-0.04241298954854743,-0.006306251055526991,0.19903649951729585,,0.07269235343085034,1.752836709495007
13,openai,pro_confianza,5,0.9998974296849092,True,1.7796421045807742,-0.02318722730221796,0.005051757443219005,0.21362262388013506,-0.02359395822531402,,1.76645734517856
14,claude,NONE,-1,,True,0.9057968016238997,,,,,,
14,claude,anti_pobreza,0,0.9864166399937307,True,0.28322724620438666,-0.003589630670313564,-0.19968995748271431,0.04419993492469577,0.1958278460335196,0.005150620860395854,
14,claude,anti_deuda,1,0.9995972852840971,True,0.9206542158637439,,-0.1848526280738132,-0.00017877652373777704,0.18978460292287425,-0.01815561328377851,0.8815247230342101
14,claude,pro_aprobacion,2,0.9988033387753417,True,0.891322663517428,0.0016155860982168782,,-0.02317338845381211,0.19345647816764777,-0.012900745905320955,0.8696692683192773
14,claude,pro_crecimiento,3,0.9988824153353786,True,0.9037197050463368,0.01741261833620774,-0.17856808892795872,,0.17981835097622434,0.006976723838312942,0.8672578795289251
14,claude,anti_desviacion_inflacion,4,0.9994755744333175,True,0.8793420610632114,0.001743074634398271,-0.1675789158237826,0.0037506067754593457,,0.009531590238929912,0.863163837723392
14,claude,pro_confianza,5,0.9992198333454108,True,0.9112352584559756,0.0032084025585710596,-0.16227043177216022,-0.007074964149186908,0.19442630083742923,,0.8753034147104585
14,openai,NONE,-1,,True,1.5945435775714394,,,,,,
14,openai,anti_pobreza,0,0.8339640076858155,True,0.2281486610860353,0.07362962098764189,0.1530863170600683,0.14238678591341355,0.04885832472465825,0.023107083327383,
14,openai,anti_deuda,1,0.9997786246641988,True,1.5879253503260875,,0.20507033068732872,0.05246644627039294,0.007225962436548364,0.01190391718898154,1.5736919749170093
14,openai,pro_aprobacion,2,0.999657619220619,True,1.532111010160796,0.07469372232898934,,0.01848961477016285,0.007336807980464037,0.032099462137561624,1.5298231679594092
14,openai,pro_crecimiento,3,0.9994644901655405,True,1.5887360143618376,0.06851736460105905,0.19857568121766261,,-0.010463166346632809,-0.012044002715237359,1.574706530454485
14,openai,anti_desviacion_inflacion,4,0.9998575716098699,True,1.5881153353333668,0.0793932767563895,0.19845831563843,0.01613858938222456,,0.015158924369029866,1.573509159752678
14,openai,pro_confianza,5,0.9997651360026021,True,1.5949388189667584,0.07599911109849278,0.20299502983440232,0.044459274634852594,0.014368982245201688,,1.5794505039633333
15,claude,NONE,-1,,True,0.4608876222619487,,,,,,
15,claude,anti_pobreza,0,0.9978573467863334,True,0.3335100844180571,0.0339342006695786,-0.27532287869897987,-0.08347173634017124,0.16202832014377344,-0.03246616087724172,
15,claude,anti_deuda,1,0.9988307447731394,True,0.45586482785520743,,-0.26633993982490617,-0.07928120818028385,0.14481801343774642,-0.023384921546600095,0.3302592257412377
15,claude,pro_aprobacion,2,0.9931164976010093,True,0.3901107977439422,0.06060765862509793,,-0.08175166358460015,0.13031125194148174,-0.04513906798090764,0.3504443663305313
15,claude,pro_crecimiento,3,0.9949671267658464,True,0.46739268425809655,0.04598491825640834,-0.29001005050616213,,0.11957068474562053,-0.024505852490484505,0.34254604615953677
15,claude,anti_desviacion_inflacion,4,0.9944729963158375,True,0.45484906579733264,0.053874856233961516,-0.26499939552242746,-0.11043199819448571,,-0.02402687695987255,0.3478332586938065
15,claude,pro_confianza,5,0.9917886466800105,True,0.48194400502062973,0.04833260302699479,-0.2575888858907797,-0.12215293764509523,0.1588833682086173,,0.3513071084633287
15,openai,NONE,-1,,True,1.8464298696752084,,,,,,
15,openai,anti_pobreza,0,0.7716371782096304,True,0.22961916674448843,0.011933865538107616,-0.16077970432350422,0.1548445026225076,-0.034464068040515286,0.03959595041270098,
15,openai,anti_deuda,1,0.999812184989025,True,1.8495894146037484,,-0.14208427747791316,0.05652664831466215,-0.07296214368801124,0.01754479051505392,1.841729215887167
15,openai,pro_aprobacion,2,0.999515493013622,True,1.8405265178766859,-0.001552845325337817,,0.036121786431490256,-0.052409433467070866,-2.0438803118969104e-05,1.8394248881347637
15,openai,pro_crecimiento,3,0.9996545966391495,True,1.8556251338725953,0.015943455492214306,-0.12589099191091954,,-0.060918905825102225,0.03181317152540791,1.8500050569857658
15,openai,anti_desviacion_inflacion,4,0.9998000556769938,True,1.856357172934411,0.007995226664424652,-0.13000380682400883,0.018241435766931914,,0.010556198541298854,1.8516621875386468
15,openai,pro_confianza,5,0.999755668801955,True,1.844541139275365,0.01749155358471365,-0.1412194063766244,0.05722104465064861,-0.07290511880737105,,1.8367073079279288
16,claude,NONE,-1,,True,1.3377587704348601,,,,,,
16,claude,anti_pobreza,0,0.9735351787643993,True,0.4309618056791278,-0.008890751043993577,0.3185101709365789,0.27764217351274517,0.0019973694052764462,0.08432756081268357,
16,claude,anti_deuda,1,0.9999294262544655,True,1.3499368645476593,,0.3931134148526727,0.2160862332054917,-0.024960398472192693,0.06415839447849579,1.2713610030486024
16,claude,pro_aprobacion,2,0.9998137231531821,True,1.2505772957127592,0.010075443926245996,,0.20500064684790936,-0.026985953970487045,0.059541532121318776,1.2318860974192438
16,claude,pro_crecimiento,3,0.9997824461884435,True,1.321554173913036,0.012221763759271894,0.38233276840634034,,-0.014062762439913256,0.05519565646931571,1.26369830082176
16,claude,anti_desviacion_inflacion,4,0.9996910885276381,True,1.357850180299153,0.017300658451226036,0.3731624993433938,0.2151956526615756,,0.059374975497740956,1.2862243162837457
16,claude,pro_confianza,5,0.9997862211393944,True,1.3425940533409024,-0.0010929987008674433,0.37985486543646274,0.22309958305386193,-0.003124206879201303,,1.2682604992654347
16,openai,NONE,-1,,True,1.9729817397904226,,,,,,
16,openai,anti_pobreza,0,0.9861602244583149,True,0.41158313514696043,-0.032956726570257146,-0.06510134614981412,0.3797629708118653,-0.0630214558348316,0.12603463073798893,
16,openai,anti_deuda,1,0.9996352840563651,True,1.9821461895532926,,-0.0328974392194746,0.29227951942117386,-0.05842506166811017,0.07379825589271505,1.957941339105091
16,openai,pro_aprobacion,2,0.9998302315047761,True,1.9585493429626464,-0.03098174004080783,,0.26622912339601523,-0.05661935239389318,0.06352927202753085,1.9382559157627752
16,openai,pro_crecimiento,3,0.999439021970962,True,1.9688359737240313,-0.001958307405819363,-0.01051660232017972,,-0.0528677391336633,0.10598811050619295,1.9652409979765382
16,openai,anti_desviacion_inflacion,4,0.9998121501216637,True,1.9853931486860088,-0.036593895124664766,-0.02912731580779907,0.2734783420332851,,0.059926380192661166,1.9649979304209233
16,openai,pro_confianza,5,0.9995869313754324,True,1.983881290014023,-0.026468256610166378,-0.0062658965259327565,0.250434211314659,-0.05291897277374257,,1.9671114434429549
17,claude,NONE,-1,,True,1.156499429261483,,,,,,
17,claude,anti_pobreza,0,0.9978939420072589,True,0.6891802547216352,0.060026171072163285,-0.6528910674445128,-0.1028584218393694,0.18441712485540818,-0.02258330030215369,
17,claude,anti_deuda,1,0.9995993966770809,True,1.1536774203552662,,-0.6345523159836044,-0.14301045131277593,0.19351666644749235,-0.07195899430760008,0.9301807148495558
17,claude,pro_aprobacion,2,0.9995604605691648,True,0.974156426547868,0.06557486763943313,,-0.15050265498015508,0.20378390849295405,-0.054418076360111846,0.9367712754814312
17,claude,pro_crecimiento,3,0.9999293236425966,True,1.1425951800723995,0.0852934891161689,-0.6324133235112097,,0.19320994981090084,-0.044678384933393205,0.9268095336682655
17,claude,anti_desviacion_inflacion,4,0.999887818625163,True,1.140401700260173,0.0849727600745117,-0.6431052527870251,-0.13509656659984373,,-0.06076380120370319,0.9261576431664104
17,claude,pro_confianza,5,0.9995370102586979,True,1.1575639151053803,0.07845557113249839,-0.6369971438869484,-0.1416779239244027,0.1650092784253778,,0.9384736988846557
17,openai,NONE,-1,,True,1.9133259247828314,,,,,,
17,openai,anti_pobreza,0,0.9696718779247712,True,0.6356998482516015,-0.06740930695957811,-0.5806043989084901,0.23929388114932595,0.010331334915088463,0.07141789925371608,
17,openai,anti_deuda,1,0.9999731362044904,True,1.900926992177777,,-0.5769118808198199,0.10621585296628734,0.026332195000462806,0.036132678565817915,1.8075993330889866
17,openai,pro_aprobacion,2,0.9999016295238818,True,1.7971911183805145,-0.029584440701117327,,0.07078545972795666,0.03636075969513061,0.031094093529118967,1.7949153595775216
17,openai,pro_crecimiento,3,0.9999306984356501,True,1.9093401959650456,-0.036603062321637944,-0.577314891598221,,0.018433861852111703,0.03970048090982292,1.8190744295515227
17,openai,anti_desviacion_inflacion,4,0.9998282172539391,True,1.8987444751627183,-0.03707590550506966,-0.5770300325582091,0.12566781937190244,,0.04083651917542977,1.8037273293360456
17,openai,pro_confianza,5,0.999880375365335,True,1.8957635452685797,-0.03571151888360653,-0.5630359090539594,0.11321602594263538,0.03903122251306967,,1.8059051379413575
18,claude,NONE,-1,,True,1.7460068393057755,,,,,,
18,claude,anti_pobreza,0,0.8118160083894282,True,0.21852655271204582,0.030694725041967862,0.10334810582286479,0.16913026855564112,0.03997133264786874,0.07699416823555275,
18,claude,anti_deuda,1,0.9998000717783401,True,1.7481861597901942,,0.15887875739778654,0.08137982754526008,0.036439598550637914,-0.00022903266857084,1.7386666778310127
18,claude,pro_aprobacion,2,0.9999770882824981,True,1.722856583255326,0.0219635091566478,,0.06677810647613992,0.021576383881582988,0.03496479217668658,1.720931439132262
18,claude,pro_crecimiento,3,0.9999266184575426,True,1.7500013686949325,0.029739560642797428,0.13656182699385266,,0.015985058841825023,0.015807965715970946,1.7442665514446918
18,claude,anti_desviacion_inflacion,4,0.9999583475553462,True,1.7652148639256269,0.03348457576311603,0.14940321682866645,0.07201428861913235,,0.02060118927918728,1.7569662805660622
18,claude,pro_confianza,5,0.9998774196423134,True,1.7540420492202955,0.03389521273214676,0.15017232632620525,0.0807364854630075,0.03647533464951342,,1.7450255205210723
18,openai,NONE,-1,,True,1.7328363870103174,,,,,,
18,openai,anti_pobreza,0,0.9307307093014606,True,0.3656971327012915,-0.035859970090738234,-0.3424704710867067,0.1133191436782558,0.041810461150663746,0.023939274405925814,
18,openai,anti_deuda,1,0.9999160971362921,True,1.7293985324488161,,-0.2978179773752562,-0.01920014234454658,0.042929411778303034,-0.006247375226446965,1.7029013849396355
18,openai,pro_aprobacion,2,0.9998699072785034,True,1.692004044536834,-0.01125865628866588,,-0.0325346414490776,0.022090873733995677,-0.026683749757994424,1.6912990265739172
18,openai,pro_crecimiento,3,0.9999330991320948,True,1.724974331583762,-0.01132040270107939,-0.30941518596216305,,0.03019133616185585,-0.0008568823209855297,1.6966903915490832
18,openai,anti_desviacion_inflacion,4,0.9997800074763611,True,1.7174519259896297,0.0170263440225838,-0.3133167075241152,-0.004666725957675045,,0.005749127035075712,1.6885286588293762
18,openai,pro_confianza,5,0.999964254078011,True,1.7284871411355576,-0.0013120440654302774,-0.3016739476430457,-0.004141885980524481,0.04231633731571199,,1.7014261892017273
19,claude,NONE,-1,,True,1.4026907873575158,,,,,,
19,claude,anti_pobreza,0,0.9893760790728403,True,0.4312317999520775,0.01371924286275878,-0.3522042879482151,0.22721721772096426,0.09187223506645827,0.040701543104769,
19,claude,anti_deuda,1,0.9998903901280034,True,1.4041099626301081,,-0.32025073755299227,0.14641437681730232,0.06563728461604695,0.026894786703820023,1.3573855383904299
19,claude,pro_aprobacion,2,0.9998625964396607,True,1.3477199331452934,0.026044628057743727,,0.125519813720304,0.08677801753294861,0.036941339379272145,1.338290097485603
19,claude,pro_crecimiento,3,0.999664735631977,True,1.3843041549336284,0.045450673290187475,-0.3166447201670822,,0.08191607884542111,0.012802645663487964,1.3442820385413514
19,claude,anti_desviacion_inflacion,4,0.9999491085827045,True,1.3886401121353165,0.029886701554400534,-0.3230989459926403,0.1374102407035992,,0.03927389904294857,1.342613572031644
19,claude,pro_confianza,5,0.9998265372370981,True,1.3913760741471424,0.033781391732712863,-0.3203740032058262,0.13570012403592857,0.06317299466047849,,1.3452662726887377
19,openai,NONE,-1,,True,1.414758471521794,,,,,,
19,openai,anti_pobreza,0,0.9569342953594621,True,0.28524520415791177,0.0455046096210836,0.028413131836861998,0.24895871827985191,0.09941675608710573,0.08138007212526241,
19,openai,anti_deuda,1,0.9997821728678701,True,1.406947049886682,,0.08262788837242355,0.18414274942107875,0.07516205397320526,0.03636439575947113,1.3898893400005539
19,openai,pro_aprobacion,2,0.9998196756985775,True,1.4074488248532335,0.03928988413555561,,0.18462664601633433,0.07727404295736781,0.047534836256786804,1.3917796746587388
19,openai,pro_crecimiento,3,0.9995907511347348,True,1.3893708379210086,0.040565301351706114,0.05072461340596079,,0.05880454604662367,0.054862456490346934,1.3855197333197682
19,openai,anti_desviacion_inflacion,4,0.99927554119186,True,1.4299405339027544,0.03215041923054886,0.07661426224358726,0.15405111036177668,,0.02863944875917775,1.41889907084096
19,openai,pro_confianza,5,0.9999406742256307,True,1.4194142114122907,0.05586202263408046,0.07445203102822406,0.1676802165859908,0.07667215346188368,,1.4043068606652072
20,claude,NONE,-1,,True,1.4989815079841773,,,,,,
20,claude,anti_pobreza,0,0.8642756814560559,True,0.21674904627907457,0.06883837231354754,-0.170729538693801,-0.016252330920870982,0.11244658096611622,0.013582354220859384,
20,claude,anti_deuda,1,0.9996881743107291,True,1.5032542215453708,,-0.13022809454478032,-0.1013799937947251,0.10348619736934014,-0.04671682487675327,1.4898470190160011
20,claude,pro_aprobacion,2,0.9995990614247589,True,1.4748521869993603,0.05612755633361987,,-0.0987735883246549,0.09756403499004968,-0.03876188448490687,1.4667178408112185
20,claude,pro_crecimiento,3,0.9995940726611918,True,1.5089721368904183,0.06269277679796643,-0.13237049459700118,,0.09725838702646065,-0.04332930784099442,1.4980680742356713
20,claude,anti_desviacion_inflacion,4,0.9999537792378064,True,1.5084009521820123,0.06938377853978532,-0.12519461863010917,-0.1027434080628933,,-0.02389122504406332,1.4978847194463
20,claude,pro_confianza,5,0.9998801497996451,True,1.4972053547364093,0.0720831882018935,-0.12189131675698875,-0.10724185413650016,0.11437811779458514,,1.4822237435759855
20,openai,NONE,-1,,True,1.8482317019451204,,,,,,
20,openai,anti_pobreza,0,0.983484826809863,True,0.583337583240629,-0.032186051111109275,-0.5570948307077392,0.04324340775859343,0.16415742721437443,0.008630788456892307,
20,openai,anti_deuda,1,0.9998893461410554,True,1.8468526254394002,,-0.5539647832811612,-0.04667925958019333,0.15371178284145973,-0.013821599960404309,1.7544202281357626
20,openai,pro_aprobacion,2,0.9998719376909276,True,1.7562703512928963,-0.055116683151103976,,-0.05732941339078654,0.15811674362146294,-0.0045929342936760625,1.7473233921544922
20,openai,pro_crecimiento,3,0.9999334411753856,True,1.8314848957999685,-0.03791352221885481,-0.5456859226065335,,0.1412256323999378,-0.012679711516479742,1.7421311397006067
20,openai,anti_desviacion_inflacion,4,0.999952829709592,True,1.8279739070760461,-0.036878737495775284,-0.541679445706798,-0.055257792775814545,,0.003391300796442083,1.7446051178380775
20,openai,pro_confianza,5,0.9999350590571019,True,1.8340047703856508,-0.04485550604119049,-0.5437030046106177,-0.04721582999138893,0.14829051876398772,,1.7440553636841436
