seed,replica,modelo,turnos,shocks_totales,PIB_ini,PIB_fin,PIB_delta,pobreza_ini,pobreza_fin,pobreza_delta,aprobacion_ini,aprobacion_fin,deuda_fin,bienestar_ini,bienestar_fin,gobernabilidad_fin,estabilidad_fin,idh_fin,estres_fin,coherencia_temporal,diversidad_valores,reformas_totales,reformas_radicales,delta_iva_medio,delta_isr_medio,presup_salud,presup_educacion,presup_seguridad,presup_infraestructura,presup_agro_desarrollo_rural,presup_proteccion_social,presup_servicio_deuda,presup_justicia,presup_otros
11,0,gpt-4o-mini,8,13,115000.0,142734.2776494029,27734.27764940291,55.0,41.17425962370098,-13.825740376299017,48.0,42.32655465191768,64.35896652384827,57.13392857142857,66.03033479999608,40.89356248115217,64.12647969138146,72.67832236557885,32.20677442610666,100.0,-0.0,16,1,0.125,0.0625,21.0,21.0,8.375,8.75,10.125,17.25,5.875,5.25,2.375
12,0,claude-haiku-4-5,8,5,115000.0,152340.72053716885,37340.72053716885,55.0,46.16809369653454,-8.831906303465459,48.0,44.56879720981683,77.19520998772619,57.13392857142857,62.27932817100221,44.88169655810778,60.00430547714759,71.87704894148013,30.257129215837338,71.42857142857143,0.5435644431995964,15,1,0.625,0.375,14.0,14.0,11.0,14.0,11.0,12.0,12.0,7.0,5.0
12,0,gpt-4o-mini,8,5,115000.0,152982.5514043063,37982.55140430629,55.0,42.16590708287038,-12.834092917129617,48.0,55.580348722506194,80.33719027173758,57.13392857142857,65.52211547717177,50.07685547288197,59.260572588285804,73.52328179624723,27.83773369120427,100.0,-0.0,16,2,0.0,0.0,21.0,21.0,8.375,8.75,10.125,17.25,5.875,5.25,2.375
13,0,claude-haiku-4-5,8,7,115000.0,149083.11348628977,34083.113486289774,55.0,46.62400471531902,-8.375995284680982,48.0,36.507449900799855,44.2104944110741,57.13392857142857,62.04567377387517,40.03620720871753,74.38166664324581,71.61364319782624,30.018491144681775,100.0,-0.0,16,1,0.375,0.875,14.0,14.0,11.0,14.0,11.0,12.0,12.0,7.0,5.0
13,0,gpt-4o-mini,8,7,115000.0,149369.48440536758,34369.48440536758,55.0,42.15429443826906,-12.845705561730938,48.0,48.04750146385311,59.77209388215809,57.13392857142857,65.69830505276803,45.99700944402021,67.56014656875865,73.45988553094448,27.55437801082183,100.0,-0.0,16,2,0.0,0.0,22.0,22.0,8.0,8.0,10.0,18.0,5.0,5.0,2.0
14,0,claude-haiku-4-5,8,8,115000.0,145152.16070872752,30152.16070872752,55.0,44.560463955387426,-10.439536044612574,48.0,35.90722261117002,63.836475434782756,57.13392857142857,63.1187146038163,36.544233192416016,62.758252850307485,71.3087336721909,32.52044511379523,100.0,-0.0,16,4,0.31875,0.9375,14.0,14.0,9.875,15.25,12.625,12.25,10.625,6.75,4.625
14,0,gpt-4o-mini,8,7,115000.0,145116.23745992332,30116.237459923315,55.0,40.219183935822834,-14.780816064177166,48.0,54.77337613215997,68.1943138981873,57.13392857142857,66.69004918527172,47.79170537730023,62.57344369883984,73.10786030890723,28.750637221292664,100.0,-0.0,16,3,0.0,0.0,22.0,22.0,8.0,8.0,10.0,18.0,5.0,5.0,2.0
15,0,claude-haiku-4-5,8,6,115000.0,149468.8126337685,34468.81263376851,55.0,45.34480061670277,-9.65519938329723,48.0,35.865476567167086,78.5925620538787,57.13392857142857,62.794123017273144,38.43081368955979,58.494962022347536,71.76941482342083,30.60122904841458,71.42857142857143,1.061278124459133,16,2,0.375,0.5625,14.5,14.5,10.25,14.25,11.75,12.5,10.875,6.75,4.625
15,0,gpt-4o-mini,8,6,115000.0,149555.0732166885,34555.0732166885,55.0,41.22331599188697,-13.77668400811303,48.0,47.52201996058936,72.71395343842954,57.13392857142857,66.17543150653886,43.991727237984534,59.99154347862469,73.47501687392105,27.609202511726338,100.0,-0.0,16,7,0.0,0.0,22.0,22.0,8.0,8.0,10.0,18.0,5.0,5.0,2.0
16,0,claude-haiku-4-5,8,8,115000.0,149271.56900656744,34271.56900656744,55.0,44.10666577877841,-10.893334221221593,48.0,37.8430841617205,62.715707739739436,57.13392857142857,63.50604807409033,41.93555395269906,63.68228863619763,71.85689475914153,28.09948665682181,100.0,-0.0,16,2,-0.0625,0.75,15.0,15.0,10.625,13.25,10.875,12.75,11.125,6.75,4.625
16,0,gpt-4o-mini,8,8,115000.0,149274.16548501927,34274.16548501927,55.0,40.25604342328265,-14.743956576717352,48.0,47.273100868407916,66.82853054676467,57.13392857142857,66.67115869794857,46.420468593658526,62.57008356289751,73.45210672263894,26.476402457344875,100.0,-0.0,16,2,0.0,0.0,22.0,22.0,8.0,8.0,10.0,18.0,5.0,5.0,2.0
17,0,claude-haiku-4-5,8,8,115000.0,150273.56533385263,35273.56533385263,55.0,42.03062008713569,-12.969379912864312,48.0,27.368772606978364,57.95598247961829,57.13392857142857,64.74025958629531,36.481696993471125,66.02689949592977,72.16627725812609,27.31274130923741,100.0,-0.0,16,1,-0.13125,0.375,16.0,16.0,10.25,12.5,10.75,13.5,10.25,6.5,4.25
17,0,gpt-4o-mini,8,8,115000.0,150106.85090579954,35106.85090579954,55.0,38.77099249129799,-16.22900750870201,48.0,36.07674437773341,61.90178841106612,57.13392857142857,67.4322473005907,40.94766300425362,64.99342175926584,73.51989350923463,26.356292513481748,71.42857142857143,0.5435644431995964,14,1,0.0,0.0,22.0,22.0,8.0,8.0,10.0,18.0,5.0,5.0,2.0
18,0,claude-haiku-4-5,8,3,115000.0,147855.39330167256,32855.393301672564,55.0,46.3926512386746,-8.607348761325397,48.0,42.417572976227056,62.289069565535996,57.13392857142857,62.164242430655435,42.930410754786145,61.98093363881187,71.51287521263637,28.307416738754902,100.0,-0.0,16,2,0.4375,0.875,14.0,14.0,11.0,14.0,11.0,12.0,12.0,7.0,5.0
18,0,gpt-4o-mini,8,3,115000.0,148026.73983671796,33026.739836717956,55.0,41.95055142478838,-13.04944857521162,48.0,53.941138256322006,83.16911215886265,57.13392857142857,65.80272334717688,48.79512839000994,55.10114154929078,73.34984615223547,26.546814869594208,100.0,-0.0,16,0,0.125,0.0,22.0,22.0,8.0,8.0,10.0,18.0,5.0,5.0,2.0
19,0,claude-haiku-4-5,8,6,115000.0,150155.7005925939,35155.7005925939,55.0,43.85277772880663,-11.147222271193371,48.0,40.30203552816638,67.03491381841661,57.13392857142857,63.46592760446276,41.91799850241324,61.29215754635905,71.7010014088275,28.596553609867343,85.71428571428572,0.5435644431995964,16,2,0.1875,0.6875,14.0,14.0,11.0,14.0,11.0,12.0,12.0,7.0,5.0
19,0,gpt-4o-mini,8,6,115000.0,150331.07760312472,35331.07760312472,55.0,39.41081220487183,-15.589187795128169,48.0,51.79794368322659,66.84205787140678,57.13392857142857,67.1043396973841,48.70831376892255,62.97572941176924,73.53808297176437,26.34569245112405,100.0,-0.0,16,0,0.0,0.0,22.0,22.0,8.0,8.0,10.0,18.0,5.0,5.0,2.0
20,0,claude-haiku-4-5,8,9,115000.0,148814.61308487467,33814.61308487467,55.0,44.546054684198346,-10.453945315801654,48.0,38.9272076253094,59.14329619424432,57.13392857142857,63.11062316482452,39.02695860336831,66.95376624222789,71.59167648397889,31.262591853154277,100.0,-0.0,16,2,0.5,0.6875,14.0,14.0,11.0,14.0,11.0,12.0,12.0,7.0,5.0
20,0,gpt-4o-mini,8,8,115000.0,149296.1692043718,34296.16920437181,55.0,40.028861149829986,-14.971138850170014,48.0,52.54123061415205,60.395792908921074,57.13392857142857,66.78758961309305,47.09721432884093,65.30764274560919,73.45390284809281,28.03577744493063,100.0,-0.0,16,2,0.0,0.0,22.0,22.0,8.0,8.0,10.0,18.0,5.0,5.0,2.0
