horizonte_turnos,poblacion_inicial_mm,pobreza_inicial_pct,pobreza_final_pct,delta_hogares_bajo_pobreza,delta_ninios_fuera_escuela,muertes_evitables_anuales,welfare_usd_mm
4,18.2,55.0,49.5673686876571,-197747.77976928154,-8735.999999999503,-1637.9999999999845,-3123.763004597167
