feature,mean,hdi95_lo,hdi95_hi,hdi95_excludes_zero
anti_pobreza,0.23532195952047627,-1.4073692509105669,1.7367832091419941,False
anti_deuda,0.10885677751124613,-1.9621722903567724,2.1219515427883433,False
pro_aprobacion,0.5169373066829143,-0.5680645184210397,1.8292349849009204,False
pro_crecimiento,0.34231086570689834,-1.4228274673082282,2.0947361671808196,False
anti_desviacion_inflacion,0.07948540914220865,-1.7068723185382189,2.1755339757462524,False
pro_confianza,0.038882813331758345,-2.183678259129908,2.051044807496059,False
