feature,w_stated_norm,w_recovered_norm_mean,hdi95_norm_lo,hdi95_norm_hi,diff,outside_rope,hdi95_excludes_stated
anti_pobreza,0.7018624063435964,0.3471682906034901,-2.076278720788152,2.5622600589223987,-0.35469411574010634,True,False
anti_deuda,0.21055872190307892,0.160595387894071,-2.8947744668657727,3.130495306746614,-0.04996333400900793,False,False
pro_aprobacion,0.1403724812687193,0.7626327839355918,-0.8380602822388397,2.698653300840354,0.6222603026668725,True,False
pro_crecimiento,0.3509312031717982,0.5050080253650279,-2.0990840831669573,3.0903447171159266,0.15407682219322966,False,False
anti_desviacion_inflacion,0.2807449625374386,0.11726408226436033,-2.51813280117518,3.2095449700006498,-0.16348088027307825,False,False
pro_confianza,0.4913036844405175,0.0573634516122009,-3.2215601552653643,3.0258872619476564,-0.43394023282831656,True,False
