feature,mu_mean,mu_hdi95_lo,mu_hdi95_hi,mu_hdi95_excludes_zero
anti_pobreza,2.846347980870973,2.29429109276737,3.4604224621712087,True
anti_deuda,4.271047460199201,0.8702917707915261,7.384380841968436,True
pro_aprobacion,-0.39754216930450875,-0.701968715483438,-0.08897354250845821,True
pro_crecimiento,-2.592947292669607,-5.103724214161089,-0.4279262851420356,True
anti_desviacion_inflacion,1.472247363776615,-1.282451052247212,4.456563092389659,False
pro_confianza,-0.797050748159456,-4.570394830504546,2.9641389862803127,False
