feature,p_a_gt_b,diff_mean,diff_hdi95_lo,diff_hdi95_hi,decisive
anti_pobreza,0.464,-0.05469701340769778,-0.7978771923882988,0.6405524192589506,False
anti_deuda,0.483,-0.016067665433000297,-1.6938773829669709,1.7170937925450072,False
pro_aprobacion,0.271,-0.1734462659150106,-0.7098762799070966,0.35453171325084887,False
pro_crecimiento,0.447,-0.12374147853721391,-1.6381004842806135,1.5695638161347407,False
anti_desviacion_inflacion,0.5315,0.05662268120175242,-1.852286936071458,1.7299304903700965,False
pro_confianza,0.4805,-0.03210449255269884,-1.6781644030537415,1.7108508191888472,False
