feature,p_a_gt_b,diff_mean,diff_hdi95_lo,diff_hdi95_hi,decisive
anti_pobreza,0.0,-1.5164530222518025,-2.480325118734611,-0.5512415065908378,True
anti_deuda,0.953,4.430693769950407,-0.4636895121427192,9.519388653609193,True
pro_aprobacion,0.3295,-0.13045222316999827,-0.6711577515970752,0.4551814519903654,False
pro_crecimiento,0.084,-2.5652572651383188,-6.21620051359243,1.253994446357542,False
anti_desviacion_inflacion,0.611,0.6435452007066471,-3.5045552910003464,5.183894484648298,False
pro_confianza,0.39,-0.801469417585098,-6.347009820123052,4.33615742829895,False
