feature,tau_mean,tau_hdi95_lo,tau_hdi95_hi
anti_pobreza,0.35738411067182524,0.0025707272973207124,0.8923681214626696
anti_deuda,0.7817985342552989,0.0004992195116283205,1.956867163847331
pro_aprobacion,0.3419996093176104,0.0006685629252264002,0.8057118855107152
pro_crecimiento,0.7975352838875289,0.000112624273559139,1.969386359954464
anti_desviacion_inflacion,0.7924597937096813,0.0017414588686319478,1.9795567371985086
pro_confianza,0.802060782803518,5.325351594967413e-06,1.9252865006745299
