N,k,converged,cos_to_true,cos_err,l2_err_direction,w_norm,error
50,101,True,0.9200309601341627,0.07996903986583725,0.3999225921746287,1.0178414795465074,
50,102,True,0.9183448977026075,0.08165510229739248,0.40411657302662685,1.1771502233990552,
50,103,True,0.923535271243162,0.07646472875683796,0.39106196122056686,0.8212422530576344,
50,104,True,0.8718964530325884,0.12810354696741155,0.5061690369183236,1.214876032876468,
50,105,True,0.9716213714061117,0.02837862859388829,0.23823781645191514,0.8604280105335614,
50,106,True,0.9298165103527427,0.07018348964725729,0.3746558144410875,1.0406393801322131,
50,107,True,0.9246541135606248,0.07534588643937523,0.38819038225946656,1.1130282212683473,
50,108,True,0.9689405894260044,0.03105941057399564,0.24923647635928214,1.1544900993077714,
50,109,True,0.9007602945459269,0.09923970545407312,0.4455102814842167,1.044303298166422,
50,110,True,0.9519291016388152,0.04807089836118483,0.31006740673984057,0.8482045367359893,
50,111,True,0.92509289789447,0.07490710210552998,0.3870583989672102,1.3959387749587837,
50,112,True,0.9884710492640232,0.011528950735976817,0.151848284389233,1.2450425235759484,
50,113,True,0.9567204691915858,0.04327953080841418,0.2942092140243549,1.190175267511275,
50,114,True,0.9818413266598062,0.01815867334019383,0.19057110662529045,1.4494309824749683,
50,115,True,0.9726478402910163,0.027352159708983748,0.23388954533704026,1.0999725729392316,
50,116,True,0.928486307147122,0.07151369285287801,0.37818961607341345,1.015594896890073,
50,117,True,0.9667081461684679,0.0332918538315321,0.2580381903189228,1.479870653767821,
50,118,True,0.9834289600858013,0.016571039914198726,0.18204966308235013,0.9416358040279139,
50,119,True,0.9496224301092981,0.05037756989070186,0.3174195012619799,1.267647696090646,
50,120,True,0.8903191104096807,0.1096808895903193,0.4683607361645921,0.8148098669735266,
50,121,True,0.9354971518530306,0.06450284814696938,0.3591736297307181,1.0542267054846242,
50,122,True,0.9026070986465276,0.09739290135347245,0.4413454460022724,1.5188355559117046,
50,123,True,0.9650496953803657,0.03495030461963433,0.2643872335028085,1.293176400935994,
50,124,True,0.8997437154401648,0.10025628455983515,0.44778629849479556,0.9633098900038992,
50,125,True,0.9524932095810507,0.04750679041894934,0.30824273038937794,0.8642338631377959,
50,126,True,0.9258481275833977,0.07415187241660226,0.3851022524384972,1.049310775560849,
50,127,True,0.9370777239451709,0.06292227605482914,0.35474575700021865,0.9871585532751741,
50,128,True,0.949361240267684,0.05063875973231602,0.3182412912628284,0.9372511174070649,
50,129,True,0.9801647512284851,0.01983524877151488,0.19917454039869098,1.2297841766991366,
50,130,True,0.9738819667120355,0.02611803328796447,0.228552109104093,0.7159625046203105,
50,131,True,0.937786078293259,0.062213921706741004,0.3527433109408063,1.1584500764161911,
50,132,True,0.9405453357126399,0.059454664287360126,0.34483231950430604,1.056809741409278,
50,133,True,0.8644743887401862,0.13552561125981377,0.5206257989378048,1.0997392879642716,
50,134,True,0.9829717110159012,0.017028288984098805,0.1845442439313614,1.320491058491095,
50,135,True,0.9864142269061098,0.013585773093890197,0.16483793916383616,1.274885009277411,
50,136,True,0.9845593370218082,0.0154406629781918,0.1757308338237303,1.510912435415938,
50,137,True,0.9100491504604575,0.08995084953954247,0.4241482041445949,0.6576374864740313,
50,138,True,0.8872212920691245,0.11277870793087552,0.4749288534736033,1.1063443232635441,
50,139,True,0.9931762359159003,0.006823764084099682,0.11682263551298427,1.3900175165006223,
50,140,True,0.9579439034660737,0.04205609653392628,0.2900210217688579,1.0253334730648769,
50,141,True,0.8693371496513344,0.13066285034866565,0.5112002549855891,1.08600212884262,
50,142,True,0.9616089728767616,0.038391027123238386,0.2770957492392779,1.5517527869309786,
50,143,True,0.9767914715115411,0.02320852848845889,0.2154461811611377,0.934239503223245,
50,144,True,0.9392400898578579,0.060759910142142104,0.3485969309737019,0.9279744618127369,
50,145,True,0.9832404360557754,0.01675956394422462,0.18308229812969182,0.7541634356150986,
50,146,True,0.660782352391825,0.33921764760817497,0.8236718370906887,0.8748815926106092,
50,147,True,0.883609469088723,0.11639053091127705,0.48247389755566494,1.238744805453566,
50,148,True,0.9443843127994922,0.0556156872005078,0.33351367948109106,1.0841860545521464,
50,149,True,0.9664562338533285,0.03354376614667154,0.259012610297922,1.3288431852942906,
50,150,True,0.9409611657434173,0.05903883425658274,0.34362431304138774,1.3193576301079606,
50,151,True,0.9841319251376033,0.01586807486239672,0.1781464277632127,1.1984562772374392,
50,152,True,0.9619817412145101,0.03801825878548992,0.27574719866388525,1.427277351235953,
50,153,True,0.9808235962839795,0.019176403716020474,0.1958387281209737,1.225364813497659,
