seed,replica,model,dim,w_mean,hdi_lo,hdi_hi
4,0,gpt_4o_mini,anti_pobreza,2.0926710095997954,0.7164727485507655,3.557126940674722
4,0,gpt_4o_mini,anti_deuda,0.033553601400994296,-1.9002538890444305,1.9428147294503935
4,0,gpt_4o_mini,pro_aprobacion,-0.20657268398451953,-1.6116387316653744,1.2657419977156044
4,0,gpt_4o_mini,pro_crecimiento,0.033498714014308206,-1.852417011224257,1.9419675289038603
4,0,gpt_4o_mini,anti_desviacion_inflacion,0.01570690236355758,-1.833976757854579,1.8917030329773656
4,0,gpt_4o_mini,pro_confianza,-0.001867995546526943,-1.8935643310378287,2.0152596117046775
5,0,claude_haiku_4_5,anti_pobreza,1.3476381713724503,0.030828307492204186,2.6684784048228534
5,0,claude_haiku_4_5,anti_deuda,0.04203399179955953,-1.96647445086373,1.9797724709760012
5,0,claude_haiku_4_5,pro_aprobacion,-0.3245099289716722,-1.7356651621482888,1.0654471217640848
5,0,claude_haiku_4_5,pro_crecimiento,0.11214010923709548,-1.756628840209456,2.032339782343188
5,0,claude_haiku_4_5,anti_desviacion_inflacion,0.2000234536459463,-1.5982506324188577,2.135764903267196
5,0,claude_haiku_4_5,pro_confianza,0.043930230265675364,-1.9211645714802317,2.027998396089796
5,0,gpt_4o_mini,anti_pobreza,1.781263595181549,0.42913358930625395,3.167434580432712
5,0,gpt_4o_mini,anti_deuda,0.05046884218444781,-1.7706958121540533,1.9832553350436635
5,0,gpt_4o_mini,pro_aprobacion,-0.4080703815527698,-1.7729952603772312,0.9620423160104048
5,0,gpt_4o_mini,pro_crecimiento,-0.053299878687343726,-1.885042424980847,1.8441776090996806
5,0,gpt_4o_mini,anti_desviacion_inflacion,-0.08162111296699992,-2.024986292664473,1.7512317743091994
5,0,gpt_4o_mini,pro_confianza,-0.01054345325863525,-2.024331300984709,1.8025189480796573
6,0,claude_haiku_4_5,anti_pobreza,1.1511856862596532,-0.22570382869195124,2.5091676282212316
6,0,claude_haiku_4_5,anti_deuda,0.09179442814414926,-1.7777362118147004,2.1706633690045845
6,0,claude_haiku_4_5,pro_aprobacion,-0.14491690760033196,-1.588390876316314,1.1969973181423406
6,0,claude_haiku_4_5,pro_crecimiento,0.1934461209844658,-1.72033876202487,2.113869799382062
6,0,claude_haiku_4_5,anti_desviacion_inflacion,-0.03301646445199559,-1.8327049230470438,1.9313244980920243
6,0,claude_haiku_4_5,pro_confianza,0.03434476313743576,-1.9469854053390814,1.9243935135340258
6,0,gpt_4o_mini,anti_pobreza,2.0842531954613825,0.7216698728202339,3.4956714286046986
6,0,gpt_4o_mini,anti_deuda,0.046149428356270936,-1.9584318313697726,2.0299997189863954
6,0,gpt_4o_mini,pro_aprobacion,0.3011232168041987,-1.0867814548692367,1.7511421945538292
6,0,gpt_4o_mini,pro_crecimiento,0.12836266530961868,-1.7865293971859972,1.9669529707845377
6,0,gpt_4o_mini,anti_desviacion_inflacion,0.003607921029589108,-1.7492604523734687,1.8870288198329317
6,0,gpt_4o_mini,pro_confianza,0.043347450236680164,-1.878923122165259,2.0848893601137193
7,0,claude_haiku_4_5,anti_pobreza,0.9254493569135933,-0.49741772244681987,2.1996523612148704
7,0,claude_haiku_4_5,anti_deuda,0.04799040821230063,-1.825946295619879,2.074775276902605
7,0,claude_haiku_4_5,pro_aprobacion,0.2538451364525655,-1.135282134213863,1.6179735267361652
7,0,claude_haiku_4_5,pro_crecimiento,-0.07039933495613279,-2.1391709751990464,1.7068334359270556
7,0,claude_haiku_4_5,anti_desviacion_inflacion,0.16847416024375447,-1.7745503880490208,2.117852344805058
7,0,claude_haiku_4_5,pro_confianza,-0.0052230924272330176,-2.0290145002309807,1.8658731603576375
7,0,gpt_4o_mini,anti_pobreza,2.0679118753511325,0.6811412194587131,3.431154115909697
7,0,gpt_4o_mini,anti_deuda,-0.021514355476678626,-1.9202909345211538,1.9214062731006751
7,0,gpt_4o_mini,pro_aprobacion,-0.2748470275076848,-1.7175349675970677,1.1588117273975314
7,0,gpt_4o_mini,pro_crecimiento,0.0462760078594999,-1.803601765931182,1.9390332131982628
7,0,gpt_4o_mini,anti_desviacion_inflacion,-0.01285934645217942,-1.92017472305361,1.9229998237042285
7,0,gpt_4o_mini,pro_confianza,0.013200245591885084,-1.9243256272680236,1.985333692837212
8,0,claude_haiku_4_5,anti_pobreza,0.6546972243091753,-0.6883122134531438,2.006510384462449
8,0,claude_haiku_4_5,anti_deuda,0.031659510300702576,-1.866497540584413,2.008131010149097
8,0,claude_haiku_4_5,pro_aprobacion,-0.04977233352104058,-1.4428282808454265,1.1600512282105562
8,0,claude_haiku_4_5,pro_crecimiento,-0.024506956219198704,-1.8873027946838397,1.9349353132455986
8,0,claude_haiku_4_5,anti_desviacion_inflacion,0.16149579646785428,-1.7194618702082118,2.0562004104181746
8,0,claude_haiku_4_5,pro_confianza,0.0038169824380138093,-1.8846359108912487,1.9431041031168141
8,0,gpt_4o_mini,anti_pobreza,2.381998915214877,1.05267629760813,3.8104423803816094
8,0,gpt_4o_mini,anti_deuda,-0.026835463791598974,-1.898282513860641,1.918497344410487
