horizonte_turnos,poblacion_inicial_mm,pobreza_inicial_pct,pobreza_final_pct,delta_hogares_bajo_pobreza,delta_ninios_fuera_escuela,muertes_evitables_anuales,welfare_usd_mm
8,18.2,55.0,41.30771099918693,-498399.31962959573,-51105.599999998834,-9582.299999999937,-7873.066175467515
