feature,w_stated_norm,w_recovered_norm_mean,hdi95_norm_lo,hdi95_norm_hi,diff,outside_rope,hdi95_excludes_stated
anti_pobreza,0.7018624063435964,0.9952165627902109,0.3245009333566347,1.6672726819322545,0.29335415644661444,True,False
anti_deuda,0.21055872190307892,0.020986247992525617,-0.940477317972239,0.9902397262654592,-0.18957247391055332,False,False
pro_aprobacion,0.1403724812687193,-0.09409700899830276,-0.7514193186392208,0.6097803695131062,-0.23446949026702205,False,False
pro_crecimiento,0.3509312031717982,0.005980281715561813,-0.9346249184343393,0.926866474422177,-0.3449509214562364,True,False
anti_desviacion_inflacion,0.2807449625374386,-0.00613250808373282,-0.9778883079108398,0.863637526899465,-0.2868774706211714,True,False
pro_confianza,0.4913036844405175,0.013264690573613003,-0.9253555394919042,0.9283934715738699,-0.47803899386690446,True,False
