feature,mean,hdi95_lo,hdi95_hi,hdi95_excludes_zero
anti_pobreza,2.063764012604869,0.6729121814859539,3.4573955949086383,True
anti_deuda,0.0435188329715382,-1.9502521522156329,2.0534436295843093,False
pro_aprobacion,-0.19512740053281183,-1.558205727440842,1.2644913973958092,False
pro_crecimiento,0.012401210602055682,-1.9381161287557331,1.9220275726115106,False
anti_desviacion_inflacion,-0.012716879886658502,-2.027830699034374,1.790910757105134,False
pro_confianza,0.02750676794145374,-1.9188943720086769,1.9251940811754145,False
