seed,replica,model,dim,w_mean,hdi_lo,hdi_hi
1,0,claude,anti_pobreza,1.1228143154053956,-0.2063384030245268,2.488853314431874
1,0,claude,anti_deuda,0.10495254473637464,-1.8108064822953533,1.9693881846533647
1,0,claude,pro_aprobacion,-0.07543953712359056,-1.378126873659728,1.2947372558084398
1,0,claude,pro_crecimiento,0.07435029465852985,-1.8086331945898566,2.021181802979077
1,0,claude,anti_desviacion_inflacion,-0.09517941205890369,-2.052616159223655,1.802049285857881
1,0,claude,pro_confianza,0.03997932951795598,-2.0246848370956028,1.8935478761147417
1,0,openai,anti_pobreza,1.9429078079835633,0.500266029118999,3.2449436060002874
1,0,openai,anti_deuda,-0.004045673642354169,-1.9063233401153543,1.8494463693586791
1,0,openai,pro_aprobacion,-0.3863204810912538,-1.7116227523602352,1.015870235754799
1,0,openai,pro_crecimiento,0.28641089380828305,-1.5980956420863235,2.103950767438318
1,0,openai,anti_desviacion_inflacion,-0.023180808814785875,-1.8885456353409975,1.8237281743088922
1,0,openai,pro_confianza,0.08206466469450771,-1.8892157524874154,2.0771635593057214
2,0,claude,anti_pobreza,0.9702982228558029,-0.3800665670933174,2.4017491105807296
2,0,claude,anti_deuda,-0.0016891750515191095,-2.0826094524994945,1.8595501479412095
2,0,claude,pro_aprobacion,-0.43934104123109335,-1.729448984402977,0.9336353558703924
2,0,claude,pro_crecimiento,-0.031850357387226275,-1.8194582945340563,2.0696344926161836
2,0,claude,anti_desviacion_inflacion,-0.0028029458107409764,-1.974573336678534,1.9051490677868337
2,0,claude,pro_confianza,0.006635836473040923,-1.9737775525481533,1.8641822354772175
2,0,openai,anti_pobreza,2.1896870513042033,0.9041350082088235,3.6599511143916534
2,0,openai,anti_deuda,-0.049601327443945416,-2.0219068503276465,1.8585432670857969
2,0,openai,pro_aprobacion,0.3511048781827013,-1.0716231753043137,1.802340080161013
2,0,openai,pro_crecimiento,0.0668162362801548,-1.7867554187136034,2.1259235621861285
2,0,openai,anti_desviacion_inflacion,-0.05394874666308752,-1.9771323052994267,1.813596821085035
2,0,openai,pro_confianza,0.012333416158018692,-1.9866892177093671,1.9849217165853368
3,0,claude,anti_pobreza,0.7902186429665448,-0.520731989830511,2.2974946232232734
3,0,claude,anti_deuda,0.06778480782065176,-1.8536892567675514,2.0834770303284595
3,0,claude,pro_aprobacion,-0.3415268229943424,-1.6936442299698637,0.9946785208999387
3,0,claude,pro_crecimiento,-0.0473293008527317,-1.9059235031194255,1.8867813269826048
3,0,claude,anti_desviacion_inflacion,0.04600063317250419,-2.0496853132569353,1.8733199881910734
3,0,claude,pro_confianza,-0.008495360093411881,-2.026325435366689,1.8724072687717324
3,0,openai,anti_pobreza,2.1139170930805666,0.7148264561414163,3.4635902726987244
3,0,openai,anti_deuda,-0.01832245584573578,-1.9725543090563262,1.833223579900553
3,0,openai,pro_aprobacion,-0.3637253595305473,-1.6999170539098574,1.116249107616461
3,0,openai,pro_crecimiento,0.16775637310447547,-1.9224384235008332,1.991925060876164
3,0,openai,anti_desviacion_inflacion,0.005585839465463435,-1.9005178275707877,1.9420287457528056
3,0,openai,pro_confianza,0.04941047554667652,-1.8101312406679515,2.022884485716017
4,0,claude,anti_pobreza,0.6377270397936888,-0.6435746742474073,2.0559481065709178
4,0,claude,anti_deuda,0.03059819497565737,-1.9291826699606032,1.9807886238897376
4,0,claude,pro_aprobacion,-0.11278240947211322,-1.4191015083956346,1.3112649229407087
4,0,claude,pro_crecimiento,0.026384314943620157,-1.8468176896993898,1.8881670874051717
4,0,claude,anti_desviacion_inflacion,0.054157601982515895,-1.7903302485739359,1.987808885369838
4,0,claude,pro_confianza,0.005361266876324046,-1.8561580310045762,2.016128506346511
4,0,openai,anti_pobreza,1.5862052369140964,0.18488915721315968,2.8650479588513784
4,0,openai,anti_deuda,0.06953187788454161,-1.839082201108621,2.041389978717254
4,0,openai,pro_aprobacion,0.21466888151244545,-1.1407311766918256,1.6915296513947458
4,0,openai,pro_crecimiento,0.05281404617684437,-1.8040106816982437,2.0492914756966254
4,0,openai,anti_desviacion_inflacion,0.03619376804051516,-1.8685253463443838,1.9491245112025928
4,0,openai,pro_confianza,0.02693927134737547,-1.951493612443102,1.8744520912985205
5,0,claude,anti_pobreza,0.6043338727054609,-0.824191066785038,1.9400308150489467
5,0,claude,anti_deuda,0.06338015762086394,-1.882465008350958,2.0213817320414957
5,0,claude,pro_aprobacion,0.021004615530897826,-1.3010327664794612,1.3495159114953679
5,0,claude,pro_crecimiento,-0.10890867741681279,-2.0055128685428993,1.8615336393870403
5,0,claude,anti_desviacion_inflacion,0.14176691725364426,-1.7335064954608856,2.0940657711202535
5,0,claude,pro_confianza,-0.04577209605986126,-1.9687004531409185,1.8998468557809485
5,0,openai,anti_pobreza,2.081103171480912,0.6265153958675479,3.462698653272882
5,0,openai,anti_deuda,0.041568062505644356,-1.9909439386607264,1.9059236738664043
5,0,openai,pro_aprobacion,-0.18599083942703096,-1.6056382226613657,1.2624315720510302
5,0,openai,pro_crecimiento,0.025487076244793874,-1.9464678040089674,1.940650943431807
